word,phonetic,translation
acronym,'ækrәunim,"n. 首字母縮拼詞, 首字母組合詞\n[計] 字首組合詞"
acropolis,ә'krɒpәlis,n. 古希臘的衛城
across,ә'krɒs,"prep. 越過, 穿過, 與...相交叉, 在...的對面\nadv. 交叉, 到另一邊, 在對面, 成十字"
acrylic,ә'krilik,a. 丙烯酸的\n[醫] 丙烯酸的
act,ækt,"n. 行動, 行為, 幕, 法案\nvi. 行動, 表演, 假裝, 見效, 表現, 擔當\nvt. 扮演, 裝作\n[計] 先進通信技術, 先進計算機工藝, 自動代碼翻譯技術"
actin,'æktin,n. 肌動蛋白\n[化] 肌動蛋白
acting,'æktiŋ,"n. 演戲, 裝腔作勢\na. 代理的, 演出用的, 起作用的"
actinic,æk'tinik,a. 光化的\n[醫] 光化性的
action,'ækʃәn,"n. 行動, 活動, 動作, 作用, 戰鬥, 行為, 訴訟\nvt. 對...起訴\n[計] 方式"
actionable,'ækʃәnәbl,a. 可提起訴訟的\n[經] 能起訴的
activate,'æktiveit,"vt. 使活動, 使激活, 正式建成\nvi. 有活力"
activated,'æktiveitid,a. 活性化的；活潑的
activating,,[計] 啟動
activation,ækti'veiʃәn,"n. 活化, 激活\n[化] 活化; 活化作用; 激活; 激活作用"
activator,'æktiveitә,"n. 活化劑, 催化劑, 觸媒劑\n[化] 助催化劑; 活化劑; 激活劑; 激活劑發光材料"
active,'æktiv,"a. 活躍的, 起作用的, 積極的, 有效的, 主動的, 活性的, 現行的, 現役的\nn. 主動語態, 積極分子"
actively,'æktivli,"adv. 活躍地, 積極地"
activism,'æktivizm,"n. 激進主義, 行動主義, 能動論\n[法] 激進主義, 行動主義"
activist,'æktivist,n. 激進主義分子
activity,æk'tiviti,"n. 活動, 行動, 活躍, 活力\n[計] 活動"
actor,'æktә,"n. 男演員, 行動者\n[醫] 作用物, 反應物"
actress,'æktris,n. 女演員
actual,'æktʃuәl,"a. 真實的, 實際的, 現行的\n[醫] 實際死亡率"
actuality,.æktʃu'æliti,"n. 事實, 現實, 現狀"
actualization,.æktʃuәlai'zeiʃәn,n. 現實化
actualize,'æktʃuәlaiz,"vt. 實行, 使現實化"
actualized,ˈæktjuəlaizd,"v. 實現, 實施( actualize的過去式和過去分詞 )"
actually,'æktʃuәli,"adv. 事實上, 竟然, 如今, 現在"
actuarial,.æktju'єәriәl,"a. 保險計算員的, 保險計算的\n[經] 保險公司計算員的, 保險統計"
actuary,'æktjuәri,n. 保險計算員\n[醫] 保險統計員
actuate,'æktʃueit,"vt. 開動, 驅使, 激勵"
actuation,.æktʃu'eiʃәn,"n. 開動, 激勵\n[醫] 激動, 感動"
actuator,'æktʃueitә,"n. 開動者, 激勵者, 致動器\n[計] 傳動裝置, 驅動器, 激勵器"
acuity,ә'kju:әti,"n. 尖銳, (疾病的)劇烈, 敏銳\n[化] 銳度; 分辨能力"
acumen,ә'kju:men,"n. 敏銳, 聰明"
acupressure,"'ækjj,preʃә(r)",[醫] 針壓法
acupuncture,'ækju.pʌŋktʃә,"n. 針刺, 針刺療法\nvt. 施以針灸"
acupuncturist,.ækju'pʌŋktʃәrist,n. 針灸醫生
acute,ә'kju:t,"a. 尖銳的, 敏銳的, 激烈的, 嚴重的, 急性的\n[醫] 急性的; 尖銳的"
acutely,ә'kju:tli,"adv. 尖銳地, 劇烈地"
acuteness,ә'kju:tnis,"n. 銳利, 敏銳, 劇烈\n[醫] 敏度"
acyclovir,,[化] 阿昔洛韋; 無環鳥苷; 無糖環鳥苷
ad,æd,"n. 廣告\n[計] 地址, 模擬-數字"
adage,'ædidʒ,"n. 格言, 諺語"
adagio,ә'dɑ:dʒiәu,adv. 緩慢地\na. 緩慢的\nn. 柔板
adamant,'ædәmәnt,"n. 堅硬的東西\na. 非常堅硬的, 堅強的, 固執的"
adamantine,.ædә'mæntain,"a. 非常堅硬的, 堅定不移的\nn. 金剛硼"
adamantly,,adv. 堅硬無比地；堅強地；固執地；不動搖地
adapt,ә'dæpt,"vt. 使適應, 改編\nvi. 適應"
adaptability,ә.dæptә'biliti,n. 適應性\n[計] 自適應性; 適應性
adaptable,ә'dæptәbl,"a. 能適應的, 適合的, 可修改的"
adaptation,.ædæp'teiʃәn,"n. 適應, 改編, 改編本\n[醫] 適應[作用]"
adaptational,,適應的
adapted,,a. 適合的
adapter,ә'dæptә,"n. 適應者, 改編者, 接合器\n[計] 銜接器; 適配器, 適配卡"
adaption,ә'dæpʃәn,"n. 適應, 改編本, 適應性的變化, 適合"
adaptive,ә'dæptiv,"a. 適應的, 能適應的"
adaptor,ә'dæptә(r),"n. 改編者, 插座, 轉接器, 接合器, 拾音器\n[計] 適配器, 轉接器"
adat,'ɑːdɑːt,n. 傳統法律
add,æd,"vt. 增加, 添加, 附帶說明, 計算...總和\nvi. 做加法, 積累而成, 增添\n[計] 加法"
added,'ædid,a. 額外的；更多的
addendum,ә'dendәm,"n. 補遺, 附加物\n[化] 附加物; 齒頂"
adder,'ædә,"n. 蝰蛇, 豬鼻蛇, 加法器\n[計] 加法器"
addict,ә'dikt,"vt. 使沉溺, 使上癮\nn. 入迷的人, 上癮者"
addicted,ә'diktid,"a. 沉溺於...的, 無法擺脫(某種嗜好)的\n[法] 嗜, 好, 慣於"
addicting,'ædɪkt (for n.); əˈdɪkt (for v.),n. 有癮的人；入迷的人\nvt. 使沉溺；使上癮
addiction,ә'dikʃәn,"n. 入迷, 癮\n[醫] 癮, 癖嗜"
addictive,ә'diktiv,a. 上癮的
adding,'ædiŋ,[計] 加法的
addition,ә'diʃәn,"n. 加法, 增加的人(或物)\n[計] 加法"
additional,ә'diʃәnәl,"a. 附加的, 另外的, 額外的\n[機] 加添的, 附加的"
additionally,,"adv. 另外, 此外"
additive,'æditiv,"a. 添加的, 附加的, 加法的, 累積的\nn. 添加物"
addle,'ædl,"vt. 使昏亂, 使腐壞\nvi. 變質\na. 昏亂的, 腐壞的"
addled,'ædld,a. 頭腦混亂的；腐壞的
address,ә'dres,"n. 住址, 演說, 舉止, 靈巧, 求愛\nvt. 發表(演說或講話), 對付, 寫地址\n[計] 地址, 尋址"
addressable,ә'dresәbl,a. 可尋址的
addressed,,a. 編址的；收信地址；處理
addressee,.ædre'si:,"n. 收件人, 收信人\n[經] 台頭人, 收信人"
adduce,ә'dju:s,"vt. 引證, 舉出\n[法] 援引, 引證, 提出"
adduction,ә'dʌkʃәn,"n. 引證, 內收\n[化] 氧化; 氧化作用; 內收; 內收作用"
adductor,ә'dʌktә,"n. 內收肌\n[醫] 收肌, 內收肌"
ADE,eid,"[計] 先行數據輸入, 自動調試環境, 自動設計工程"
adelgid,'ædildʒid,球蚜
adenine,'ædәni:n,n. 腺嘌呤\n[化] 腺嘌呤; 6-氨基嘌呤
adenocarcinoma,"'ædinәu,kɑ:si'nәumә",n. 腺癌\n[醫] 腺癌
adenoid,'ædinɒid,"a. 腺的, 淋巴組織的\n[醫] 腺樣的"
adenoidal,",ædi'nɔidәl",a. 腺樣的
adenoidectomy,",ædinɔi'dektәmi",[醫] 增殖腺切除術
adenoma,",ædi'nәumә",n. 腺瘤\n[醫] 腺瘤
adenopathy,,n. 腺病\n[醫] 腺病
adenosine,ә'denәsi:n,n. 腺苷\n[化] 腺嘌呤-9β-呋喃核糖苷; 腺苷
adenovirus,.ædәnәu'vaiәrәs,n. 腺病毒\n[醫] 腺病毒
adept,ә'dept,"a. 熟練的, 老練的, 巧妙的\nn. 能手, 內行"
adeptly,,老練地\n熟練地
adeptness,ə'deptnis,n. 熟練
adequacy,'ædikwәsi,"n. 適當, 足夠"
adequate,'ædikwәt,"a. 適當的, 足夠的\n[法] 勝任的, 適當的, 充分的"
adequately,'ædikwәtli,"adv. 足夠地, 適當地"
adhd,,abbr. 注意力不集中症（ attention deficit hyperactivity disorder ）
adhere,әd'hiә,"vi. 依附, 粘着, 堅持, 追隨, 擁護\nvt. 使粘附"
adherence,әd'hiәrәns,"n. 依附, 固執, 堅持\n[化] 粘合"
adherent,әd'hiәrәnt,"n. 信徒, 追隨者\na. 附着的, 發生聯繫的"
adhesion,әd'hi:ʒәn,"n. 附着, 粘着, 支持, 追隨\n[化] 粘合; 粘附; 附着; 粘合力; 粘附力; 附着力"
adhesive,әd'hi:siv,"a. 粘着的, 塗有粘性物質的\nn. 粘合劑, 橡皮膏"
adiabatic,.ædiә'bætik,a. 絕熱的\n[化] 絕熱的
adieu,ә'dju:,"interj. 再見, 再會\nn. 告別, 辭別"
ADIOS,ɑ:'djәus,"[計] 模數輸入輸出系統, 自動診斷輸入輸出系統"
adit,'ædit,"n. 入口, 進入\n[機] 進口, 橫洞, 橫井"
adjacency,ә'dʒeisәnsi,"n. 鄰接, 鄰接物\n[計] 鄰近; 鄰接"
adjacent,ә'dʒeisәnt,"a. 毗連的, 鄰近的, 連接的\n[機] 相鄰的, 鄰位的, 交界的"
adjectival,.ædʒek'taivәl,a. 形容詞的
adjective,'ædʒiktiv,"n. 形容詞\na. 形容詞的, 從屬的"
adjoin,ә'dʒɒin,"v. 鄰接, 毗連"
adjoining,ә'dʒɒiniŋ,"a. 鄰接的, 毗連的\n[機] 聯接"
adjourn,ә'dʒә:n,"vi. 休會, 換地方\nvt. 使中止, 推遲"
adjournment,ә'dʒә:nmәnt,"n. 延期, 休會, 休會期間\n[法] 休庭, 休會, 延期"
adjudge,ә'dʒʌdʒ,"vt. 宣判, 判決, 裁定給, 認為\n[法] 宣判, 依法判決, 裁決"
adjudicate,ә'dʒu:dikeit,"v. 判決, 宣告, 裁定"
adjudication,ә.dʒu:di'keiʃәn,"n. 判決, 裁定, 宣告\n[經] 判決, 裁決"
adjudicative,ә'dʒu:dikeitiv,"a. 判決的, 宣告的\n[法] 判決的, 審判的, 裁定的"
adjudicator,,"n. 評判員\n[法] 審判者, 判決者, 裁定者"
adjunct,'ædʒʌŋkt,"n. 附屬物, 附件, 助手, 修飾語\na. 附屬的"
adjunctive,ә'dʒʌŋktiv,"a. 附屬的, 附加的"
adjust,ә'dʒʌst,"vt. 調整, 使適應於, 校準\nvi. 適應於, 被調節, 相互熟悉而適應"
adjustability,"ә,dʒʌstә'biliti",n. 適應性
adjustable,ә'dʒʌstәbl,a. 可調節的\n[電] 可調整的
adjusted,ә'dʒʌstid,a. 調整過的\n[機] 調節了的
adjuster,ә'dʒʌstә,"n. 調整員, 調停者, 調節器\n[化] 調節器; 校正器"
adjusting,ә'dʒʌstiŋ,[計] 調準
adjustment,ә'dʒʌstmәnt,"n. 調整, 調節, 校正\n[化] 調節"
adjustor,ә'dʒʌstә,"n. 調整者, 調停者, 調節器\n[醫] 調整體(反射弧上的神經節部分)"
adjutant,'ædʒutәnt,"n. 助手, 副官\na. 輔助的"
adjuvant,'ædʒuvәnt,"a. 輔助的\nn. 佐葯, 助手"
adman,'ædmæn,"n. 廣告撰寫員, 廣告商"
ADMIN,,[計] 行政管理程序
administer,әd'ministә,"vt. 管理, 料理, 執行\nvi. 執行遺產管理人的職責, 給予幫助"
administered,ədˈministəd,v. 管理( administer的過去式和過去分詞 ); 治理（國家）; 給予; 執行
administering,,"[法] 管理, 執行, 實施"
administrate,әd'ministreit,"vt. 管理, 支配"
administration,әd.mini'streiʃәn,"n. 行政, 管理, 政府機關\n[化] 給葯"
administrative,әd'ministrәtiv,"a. 管理的, 行政的\n[法] 行政的, 管理的, 遺產管理的"
administratively,,adv. 管理地；行政地
administrator,әd'ministreitә,"n. 管理人, 行政官\n[經] 遺產管理人員"
admirable,'ædmәrәbl,"a. 可欽佩的, 極好的, 令人驚奇的"
admirably,'ædmәrәbli,"adv. 極好地, 美好地"
admiral,'ædmәrәl,"n. 艦隊司令, 海軍上將, 旗艦"
Admiralty,'ædmәrәlti,"n. 海軍上將的地位(或職權), (1963年前)英國海軍部, 海事法庭\n[法] 海軍上將的職位, 海軍部, 海事法"
admiration,.ædmә'reiʃәn,"n. 讚賞, 欽佩, 引人讚賞的對象"
admire,әd'maiә,"vt. 讚美, 欽佩, 愛慕\nvi. 稱讚, 驚奇"
admired,əd'maɪəd,"v. 羨慕, 讚美；欽佩（admire的過去分詞）\na. 受人欽佩的；感到羨慕的"
admirer,әd'maiәrә,"n. 欽佩者, 仰慕者, 求愛者"
admiring,әd'maiәriŋ,"a. 讚賞的, 欽佩的, 羨慕的"
admiringly,әd'maiәriŋli,"adv. 欽佩地, 羨慕地"
admissibility,әd.misә'biliti,"n. 有入場的資格, 可容許\n[法] 可採納, 可接受, 有資格加入"
admissible,әd'misәbl,"a. 可進入的, 可容許的"
admission,әd'miʃәn,"n. 准許進入, 入場費, 錄用, 承認\n[經] 加入, 入股"
admit,әd'mit,"vt. 承認, 接受, 允許進入, 容許\nvi. 開向, 容許, 承認"
admittance,әd'mitәns,"n. 進入, 進入權, 准許進入\n[化] 導納"
admitted,әd'mitid,"a. 被承認了的, 公認的"
admittedly,әd'mitidli,"adv. 公認地, 誠然"
admitting,,v. 承認（admit的ing形式）
admixture,æd'mikstʃә,"n. 混合, 混合物\n[化] 摻和劑; 混合物; 摻和; 混合"
admonish,әd'mɒniʃ,"vt. 警告, 勸告, 訓誡, 告誡"
admonishment,әd'mɔniʃmәnt,n. 訓戒；警告（等於admonition）
admonition,.ædmәu'niʃәn,"n. 警告, 勸告, 訓誡\n[法] 警告, 申戒, 勸告"
admonitory,әd'mɒnitәri,"a. 警告的, 勸告的, 訓誡的"
ado,ә'du:,"n. 紛擾, 忙亂, 麻煩"
adobe,ә'doubi,n. 風乾土坯\n[化] 風乾磚; 土磚; 灰質粘土; 多孔粘土
adobo,ә'dәjbәj,"n. 阿斗波(拉美、菲律賓等地的一種菜肴, 源自西班牙)"
adolescence,.ædәu'lesәns,"n. 青春期\n[醫] 青年期, 青春期"
adolescent,.ædәu'lesәnt,"a. 青春期的, 青少年的\nn. 青少年"
adopt,ә'dɒpt,"vt. 採用, 正式通過, 收養, 接受\n[醫] 採取"
adoptable,ә'dɒptәbl,"a. 可採用的, 可收養的"
adopted,ә'dɒptid,"a. 被收養的, 被採用的"
adoptee,,[法] 被收養者
adopter,,"[法] 領養人, 收養人, 採用者"
adopting,ə'dɒpt,vt. 採取；接受；收養；正式通過\nvi. 採取；過繼
adoption,ә'dɒpʃәn,"n. 採用, 採納, 收養\n[法] 收養, 採納, 採用"
adoptive,ә'dɒptiv,"a. 有收養關係的, 採用的\n[法] 收養的, 採用的"
adorable,ә'dɒ:rәbl,"a. 可崇拜的, 值得敬慕的, 可愛的"
adorably,ә'dɒ:rәbli,"adv. 可崇敬地, 美妙地, 可愛地"
adoration,.ædә'reiʃәn,"n. 崇拜, 愛慕"
adore,ә'dɒ:,"vt. 崇拜, 愛慕, 喜愛\nvi. 崇拜, 愛慕"
adored,,崇拜
adoring,ә'dɒ:riŋ,"a. 崇拜的, 敬慕的"
adoringly,ə'dɔriŋli,adv. 敬慕地；崇拜地
adorn,ә'dɒ:n,"vt. 裝飾, 使生色"
adornment,ә'dɒ:nmәnt,"n. 裝飾, 裝飾品"
adrenal,ә'dri:nәl,"a. 腎上的, 腎上腺的\nn. 腎上腺"
adrenaline,,n. 腎上腺素\n[化] 腎上腺素
adrift,ә'drift,"adv. 漂流地, 漂浮着, 隨波逐流地\na. 漂浮着的"
adroit,ә'drɒit,"a. 靈巧的, 敏捷的, 聰明的"
adroitly,ә'drɒitli,"adv. 靈巧地, 敏捷地"
adsorb,æd'sɒ:b,vt. 吸附\n[化] 吸附
adsorbed,,a. 吸附了的
adsorption,æd'sɒ:pʃәn,n. 吸附\n[化] 吸附
adulation,.ædju'leiʃәn,"n. 諂媚, 過分的稱讚"
adulatory,'ædjuleitәri,"a. 諂媚的, 過分稱讚的"
adult,'ædʌlt,"n. 成人, 成蟲\na. 成年的, 成熟的"
adulterate,ә'dʌltәreit,"vt. 摻雜\na. 摻假的, 假的, 通姦的"
adulterated,ә'dʌltәreitid,a. 摻入次級品的
adulteration,ә.dʌltә'reiʃәn,"n. 摻雜, 摻假的東西\n[化] 摻雜; 摻加"
adulterer,ә'dʌltәrә,n. 姦夫\n[法] 姦夫
adulteress,ә'dʌltәris,n. 姦婦\n[法] 姦婦
adulterous,ә'dʌltәrәs,a. 通姦的\n[法] 通姦的
adultery,ә'dʌltәri,n. 通姦\n[法] 通姦
adulthood,ә'dʌlthud,n. 成年\n[醫] 成人期
adumbrate,'ædʌmbreit,"vt. 畫...的輪廓, 預示"
advance,әd'vɑ:ns,"n. 前進, 進展, 行過的路程\nvi. 前進, 進展, 提高, 上漲\nvt. 使前進, 促進, 提出, 提高, 使提前, 預付\na. 前面的, 預先的"
advanced,әd'vɑ:nst,"a. 在前的, 高級的, 先進的, 年老的\n[法] 預付的, 預支的, 墊付的"
advancement,әd'vɑ:nsmәnt,"n. 前進, 進步, 提升\n[醫] 徙前術"
advancer,әd'vɑ:nsә,"n. 前進者；相位超前補償器, 進相機"
advancing,æd'vɑ:nsiŋ,[計] 導前\n[醫] 進行的
advantage,әd'vɑ:ntidʒ,"n. 優點, 便利, 好處, 優勢\nvt. 有助於"
advantaged,,a. 佔有利位置的；得天獨厚的；有利的
advantageous,.ædvәn'teidʒәs,"a. 有利的, 有益的"
advantageously,",ædvən'teidʒəsli",adv. 有利地；方便地；有助地
advent,'ædvәnt,"n. 來到, 來臨"
Adventist,'ædvәntist,n. 基督復臨論者
adventitious,.ædven'tiʃәs,"a. 偶然的, 外來的\n[醫] 偶生的, 偶發的; 異位的"
adventure,әd'ventʃә,"n. 冒險, 冒險經歷\nv. 冒險"
adventurer,әd'ventʃәrә,"n. 冒險家, 投機者\n[法] 冒險者, 投機者"
adventuresome,әd'ventʃәsәm,a. 冒險性的
adventuress,әd'ventʃәris,"n. 女冒險家, 女投機家\n[法] 女投機者, 女冒險家"
adventurism,әd'ventʃәrizm,n. 冒險主義
adventurous,әd'ventʃәrәs,"a. 喜歡冒險的, 有進取心的, 危險的"
adventurousness,,n. 喜歡冒險；敢作敢為
adverb,'ædvә:b,n. 副詞
adverbial,әd'vә:bjәl,"a. 副詞的, 狀語的\nn. 狀語"
adversarial,",ædvә'seәriәl","a. 敵手的,對手的,對抗(性)的"
adversary,'ædvәsәri,"n. 敵手, 對手\na. 敵手的, 敵對的"
adverse,'ædvә:s,"a. 不利的, 敵對的, 相反的, 逆的\n[法] 相反的, 敵對的, 逆的"
adversely,,"adv. 不利, 有害, 相反, 逆, 敵對, 逆向"
adversity,әd'vә:sәti,"n. 逆境, 不幸, 災禍, 災難"
advert,әd'vә:t,"vi. 提出看法, 引起注意, 留意\nn. 廣告"
advertise,'ædvәtaiz,"vt. 做廣告, 通知, 公布\nvi. 做廣告"
advertised,,a. 廣告的
advertisement,.ædvә'taizmәnt,"n. 廣告, 啟事, 廣告宣傳\n[法] 廣告, 公告, 告示"
advertiser,'ædvәtaizә,"n. 做廣告者, 廣告客戶\n[經] 廣告商, 廣告者"
advertising,'ædvәtaiziŋ,"n. 廣告業, 廣告\na. 廣告的\n[計] 發廣告"
advice,әd'vais,"n. 忠告, 勸告, 意見, 報道, 通知\n[經] 通知書, 通知, 建議"
advisability,әd.vaizә'biliti,n. 明智
advisable,әd'vaizәbl,"a. 適當的, 明智的"
advise,әd'vaiz,"vt. 勸告, 給...出主意, 通知, 建議\nvi. 提意見, 商量"
advisedly,әd'vaizidli,"adv. 經過考慮地, 故意地"
advisee,әd'vaizi:. .ædvai'zi:,n. （美）受教授指導選課的學生；受到建議的人
advisement,әd'vaizmәnt,"n. 深思熟慮, 周密的考慮, 勸告"
adviser,әd'vaizә,"n. 顧問, 勸告者, 指導教師\n[法] 顧問, 勸告者"
advisor,әd'vaizә,"n. 顧問, 勸告者, 指導教師"
advisory,әd'vaizәri,"a. 顧問的, 諮詢的, 勸告的\n[法] 勸告的, 忠告的, 諮詢的"
advocacy,'ædvәkәsi,"n. 擁護, 支持, 鼓吹, 辯護, 辯護術\n[法] 辯護, 擁護, 提倡"
advocate,'ædvәkeit,"n. 提倡者, 擁護者\nvt. 主張, 提倡"
adze,,[機] 扁斧
aegis,'i:dʒis,"n. 羊皮盾, 保護, 庇護, 贊助, 支持\n[法] 庇護, 保護"
aeolian,i:'әjliәn,"a. 風的, 風蝕的, 風神埃俄羅斯的, 伊奧利亞人的"
aeon,'i:әn,"n. 永世, 萬古, 極長的時期"
aerate,'eiәreit,"vt. 使暴露於空氣中, 使充滿氣體\n[化] 曝氣; 充氣; 吹氣"
aerated,'eiәreitid,a. 充氣的；充入二氧化碳的；同空氣混合的
aeration,eiә'reiʃәn,n. 通風\n[化] 換氣; 曝氣
aerator,'eiәreitә(r),"[化] 曝氣器; 曝氣裝置\n[醫] 曝氣池; 充氣器, 灌氣器"
aerial,'єәriәl,"a. 空中的, 航空的, 空氣的, 空想的\nn. 天線"
aerialist,'єәriәlist,n. 高空雜技演員
aerie,'єәri,"n. 猛禽的巢, 高處的房子, 高處的城堡"
aerobatic,",eәrәu'bætik",a. 特技飛行的
aerobatics,.єәrәu'bætiks,"n. 特技飛行, 飛行特技"
aerobic,єә'rәubik,"a. 需氧的, 需氧菌產生的, 增氧健身法的\n[醫] 需氧的"
aerobically,",eiə'rəubik","adv. aerobic（需氧的, 需氣的, 生存於氧氣中的）的變形"
aerobics,.eiә'rәubiks,n. 有氧運動法；增氧健身法
aerodrome,'єәrәdrәum,"n. 飛機場, 機場"
aerodynamic,",eәrәudai'næmik",a. 空氣動力學的
aerodynamically,",eәrәudai'næmikәli",adv. 空氣動力學地
aerodynamics,.єәrәudai'næmiks,n. 空氣動力學\n[化] 空氣動力學
aerogel,'eәrәdʒәl,[化] 氣凝膠\n[醫] 氣凝膠[體]
aeronautic,.єәrә'nɒ:tik,a. 航空的
aeronautical,",eәrә'nɔ:tikәl","a. 航空的, 航空學的\n[計] 航空學的"
aeronautics,.єәrә'nɒ:tiks,"n. 航空學, 飛行術\n[機] 航空學"
aeroplane,'єәrәplein,n. 飛機\n[機] 飛機
aerosol,'єәrәusɒl,"n. 煙, 霧\n[化] 氣溶膠; 煙霧劑"
aerosolized,,v. 霧化（aerosolize的過去分詞）；使…成煙霧狀散開
aerospace,'єәrәuspeis,"n. 航天空間, 航天技術"
aerostat,'єәrәustæt,"n. 浮空器\n[機] 氣球, 飛船, 浮空器"
aesthete,'i:sθi:t,"n. 審美家, 唯美主義者"
aesthetic,i:s'θetik,"a. 美學的, 審美的, 有美感的"
aesthetically,i:s'θetikәli,adv. 美學觀點上地；審美地
aesthetician,",i:sθi'tiʃәn",n. 審美學家
aestheticism,i:s'θetizm,n. 唯美主義
aestheticization,,審美化
aesthetics,i:s'θetiks,n. 美學
aetiology,.i:ti'ɒlәdʒɑ,"n. 原因的說明, 原因論, 病原學, 病原\n[醫] 病原學, 病因學"
afar,ә'fɑ:,"adv. 由遠處, 遙遠地"
affability,.æfә'biliti,"n. 和藹, 謙恭有禮, 親切"
affable,'æfәbl,"a. 和藹可親的, 友善的, 親切的, 慈祥的"
affably,'æfәbli,adv. 和藹地
affair,ә'fєә,"n. 事件, 事務, 戀愛事件"
affaire,əˈfeə(r),n. 戀愛事件; 風流韻事; 私通； 鬧得滿城風雨的案件; 社會軼聞
affect,ә'fekt,"vt. 影響, 感動, 假裝, 模仿, 愛好, 傾向於\nn. 自覺感情"
affectation,.æfek'teiʃәn,"n. 假裝, 做作, 矯情\n[醫] 矯飾, 矯情"
affected,ә'fektid,"a. 假裝的, 做作的, 受影響的"
affecting,ә'fektiŋ,"a. 感人的, 動人的"
affection,ә'fekʃәn,"n. 影響, 病, 喜愛, 情感, 傾向\n[醫] 疾患, 病變, 病; 感情"
affectional,ә'fekʃәnәl,a. 感情方面的
affectionate,ә'fekʃәnәt,"a. 深情的, 充滿情愛的"
affectionately,ә'fekʃәnitli,"adv. 摯愛地, 親切地"
affective,ә'fektiv,"a. 情感的, 表達感情的\n[醫] 感情的, 情感的"
affectively,,adv. 情感地
affectless,ә'fektlis,"a. 缺乏感情的,冷酷無情的"
afferent,'æfәrәnt,"a. 傳入的\n[醫] 傳入的, 輸入的"
affidavit,.æfi'deivit,"n. 宣誓書, 書面陳述\n[經] 宣誓, 聲明"
affiliate,ә'filieit,"vt. 使緊密聯繫, 使附屬, 接納, 收養\nvi. 發生聯繫, 參加"
affiliated,ә'filieitid,a. 有關連的；附屬的
affiliation,ә.fili'eiʃәn,"n. 聯繫, 從屬關係\n[醫] 父權(判定私生兒的父親)"
affiliative,,有親和力的
affinal,ә'fainәl,"a. 同源的, 姻親的\nn. 姻親"
affine,ә'fain,a. 仿射的\nn. 姻親
affinity,ә'finiti,"n. 吸引, 姻親關係, 類同\n[化] 親合力; 親合能; 親合勢; 近似; 類似"
affirm,ә'fә:m,"v. 斷言, 確認"
affirmation,.æfә'meiʃәn,"n. 肯定, 斷言, 證實\n[醫] 肯定, 確認"
affirmative,ә'fә:mәtiv,"a. 肯定的, 贊成的, 積極的\nn. 肯定語"
affirmatively,ə'fə:mə'tivli,adv. 肯定地；斷然地
affirming,ə'fɜːm,vt. 肯定；斷言\nvi. 確認；斷言
affix,ә'fiks,"vt. 使附於, 署名, 粘貼, 蓋印於\nn. 附加物, 詞綴"
afflict,ә'flikt,"vt. 使苦惱, 折磨"
afflicted,,折磨
